,Gmt time,Open,High,Low,Close,Volume,Close_7,True_Close_7,buy_profit,sell_profit
395.0,31.01.2012 00:00:00.000,1.3138,1.32123,1.30431,1.30754,297389.7813,1.3031759,1.32471,0.0,-0.01717000000000013
401.0,06.02.2012 00:00:00.000,1.3124,1.31411,1.30277,1.31179,249597.0938,1.3073585,1.3128,0.0,-0.0010099999999999554
412.0,17.02.2012 00:00:00.000,1.31269,1.31967,1.31149,1.31446,221934.2344,1.3124043,1.34674,0.0,-0.032280000000000086
415.0,20.02.2012 00:00:00.000,1.32232,1.32766,1.31823,1.32074,177997.8906,1.3199859,1.34781,0.0,-0.027069999999999927
423.0,28.02.2012 00:00:00.000,1.34073,1.34795,1.33901,1.34781,259525.875,1.3451911,1.31406,0.0,0.03374999999999995
426.0,02.03.2012 00:00:00.000,1.33263,1.33326,1.31864,1.31945,218508.3594,1.3233999,1.3122,-0.007249999999999979,0.0
431.0,07.03.2012 00:00:00.000,1.31194,1.31638,1.30959,1.31406,217855.9531,1.3103393,1.30765,0.0,0.006410000000000027
432.0,08.03.2012 00:00:00.000,1.31406,1.3291,1.3135,1.32712,220167.2031,1.318456,1.31725,0.0,0.009870000000000045
439.0,15.03.2012 00:00:00.000,1.30202,1.31176,1.30035,1.30765,216585.8594,1.3055502,1.32676,0.0,-0.01910999999999996
447.0,23.03.2012 00:00:00.000,1.32044,1.32919,1.31907,1.32676,201990.0156,1.3252684,1.33565,0.0,-0.008890000000000065
465.0,10.04.2012 00:00:00.000,1.31086,1.3144,1.30538,1.30721,234425.7969,1.304643,1.3117,0.0,-0.004490000000000105
468.0,13.04.2012 00:00:00.000,1.31883,1.32011,1.30692,1.30745,205321.75,1.3104708,1.32069,0.013239999999999919,0.0
470.0,15.04.2012 00:00:00.000,1.30757,1.30759,1.30407,1.30432,23286.8398,1.306698,1.31486,0.010539999999999994,0.0
471.0,16.04.2012 00:00:00.000,1.30433,1.31465,1.29958,1.31257,238123.6563,1.3090867,1.31951,0.0,-0.006939999999999946
480.0,25.04.2012 00:00:00.000,1.31951,1.32359,1.31736,1.32306,208087.5469,1.3220451,1.3154,0.0,0.00766
489.0,04.05.2012 00:00:00.000,1.3154,1.3178,1.3078,1.30882,178666.1719,1.3081385,1.28969,0.0,0.01913000000000009
498.0,13.05.2012 00:00:00.000,1.29045,1.29061,1.28811,1.28969,17826.3105,1.2904698,1.2812,-0.008490000000000109,0.0
499.0,14.05.2012 00:00:00.000,1.2897,1.29042,1.2815,1.28297,224023.9844,1.2852902,1.26604,-0.01692999999999989,0.0
502.0,17.05.2012 00:00:00.000,1.2732,1.27489,1.26664,1.26975,263587.2813,1.2732286,1.25119,-0.01855999999999991,0.0
503.0,18.05.2012 00:00:00.000,1.26975,1.27936,1.26415,1.27778,260227.3281,1.2802334,1.25658,-0.021199999999999886,0.0
505.0,20.05.2012 00:00:00.000,1.27515,1.27862,1.2748,1.27712,21479.3203,1.2830598,1.25213,-0.024990000000000068,0.0
508.0,23.05.2012 00:00:00.000,1.26605,1.26868,1.25448,1.25606,293894.7188,1.2638794,1.23619,-0.019870000000000054,0.0
509.0,24.05.2012 00:00:00.000,1.25612,1.26188,1.25154,1.25349,282986.75,1.2573769,1.24314,-0.010350000000000081,0.0
516.0,31.05.2012 00:00:00.000,1.2373,1.24281,1.23363,1.23619,269548.8438,1.2367864,1.25038,0.014190000000000147,0.0
520.0,04.06.2012 00:00:00.000,1.23982,1.25267,1.23856,1.25261,221459.7031,1.2490197,1.25,0.0,0.002610000000000001
521.0,05.06.2012 00:00:00.000,1.25261,1.25417,1.24098,1.2461,250952.3125,1.2444805,1.25742,0.0,-0.011319999999999997
523.0,07.06.2012 00:00:00.000,1.25755,1.26249,1.25398,1.25673,260612.7813,1.254021,1.26355,0.0,-0.006820000000000048
526.0,10.06.2012 00:00:00.000,1.26385,1.26676,1.26305,1.26441,20653.0,1.262108,1.25959,0.0,0.0048200000000000465
527.0,11.06.2012 00:00:00.000,1.2644,1.26469,1.245,1.24769,256538.5,1.2512249,1.26788,0.02018999999999993,0.0
540.0,24.06.2012 00:00:00.000,1.25585,1.25611,1.2534,1.25373,12197.9102,1.2518835,1.25794,0.0,-0.004210000000000047
551.0,05.07.2012 00:00:00.000,1.25152,1.25381,1.23638,1.23921,233575.8438,1.24061,1.22423,-0.014979999999999993,0.0
552.0,06.07.2012 00:00:00.000,1.23922,1.24008,1.22596,1.22811,219283.1406,1.230251,1.22465,-0.0034600000000000186,0.0
562.0,16.07.2012 00:00:00.000,1.22465,1.22894,1.21755,1.22654,191890.4063,1.2149106,1.20612,0.0,0.020419999999999883
569.0,23.07.2012 00:00:00.000,1.21271,1.21442,1.20684,1.21236,250376.8594,1.206998,1.22917,0.0,-0.01680999999999999
571.0,25.07.2012 00:00:00.000,1.20612,1.21674,1.20531,1.21387,251507.2656,1.209635,1.21782,0.0,-0.003949999999999898
578.0,01.08.2012 00:00:00.000,1.22916,1.23362,1.2218,1.22382,161327.7031,1.2182314,1.22925,0.0,-0.005430000000000046
584.0,07.08.2012 00:00:00.000,1.23882,1.24417,1.23757,1.23842,189778.3438,1.2383736,1.22881,0.0,0.009610000000000118
585.0,08.08.2012 00:00:00.000,1.23842,1.2402,1.23267,1.23716,186970.2031,1.235382,1.23568,0.0,0.0014800000000001479
587.0,10.08.2012 00:00:00.000,1.22926,1.23162,1.22412,1.22874,170078.375,1.2282944,1.23318,0.0,-0.0044399999999999995
589.0,12.08.2012 00:00:00.000,1.22877,1.22917,1.22742,1.22742,11531.0498,1.2279282,1.23505,0.007630000000000026,0.0
590.0,13.08.2012 00:00:00.000,1.22745,1.23732,1.226,1.23258,166553.8438,1.2320044,1.24761,0.0,-0.015030000000000099
596.0,19.08.2012 00:00:00.000,1.23408,1.23528,1.23286,1.23318,16886.9941,1.2345388,1.25007,0.01689000000000007,0.0
598.0,21.08.2012 00:00:00.000,1.23507,1.24872,1.23457,1.24761,192110.3125,1.2459124,1.25302,0.0,-0.005409999999999915
601.0,24.08.2012 00:00:00.000,1.25595,1.25662,1.24843,1.25115,165536.4531,1.2568653,1.25731,0.006159999999999943,0.0
606.0,29.08.2012 00:00:00.000,1.25705,1.25729,1.25183,1.25302,153997.375,1.2577566,1.26305,0.010029999999999983,0.0
624.0,16.09.2012 00:00:00.000,1.31185,1.3128,1.31089,1.31134,16474.5508,1.3149433,1.29403,-0.017309999999999937,0.0
