,Gmt time,Open,High,Low,Close,Volume,Close_7,True_Close_7,buy_profit,sell_profit
633.0,25.09.2012 00:00:00.000,1.29406,1.29706,1.28871,1.28982,164877.7656,1.2873582,1.29227,0.0,-0.0024500000000000632
643.0,05.10.2012 00:00:00.000,1.30126,1.30714,1.29938,1.30286,167130.1406,1.3057826,1.2934,-0.009459999999999802,0.0
650.0,12.10.2012 00:00:00.000,1.29314,1.29906,1.29219,1.29526,154581.0,1.2961428,1.30214,0.006879999999999997,0.0
653.0,15.10.2012 00:00:00.000,1.29328,1.29786,1.28905,1.29673,160289.625,1.2943317,1.29733,0.0,-0.000600000000000156
659.0,21.10.2012 00:00:00.000,1.30207,1.3029,1.30134,1.30214,10540.3496,1.3002286,1.29066,0.0,0.011480000000000157
668.0,30.10.2012 00:00:00.000,1.29065,1.29832,1.28857,1.29611,121345.7422,1.2923586,1.27562,0.0,0.02049000000000012
671.0,02.11.2012 00:00:00.000,1.29463,1.29464,1.28211,1.28405,174301.3906,1.2856463,1.27202,-0.012029999999999985,0.0
682.0,13.11.2012 00:00:00.000,1.27056,1.27264,1.26612,1.27091,182500.6563,1.2725785,1.28638,0.015470000000000095,0.0
699.0,30.11.2012 00:00:00.000,1.29715,1.30274,1.2968,1.29854,151619.8125,1.296067,1.29062,0.0,0.007919999999999927
705.0,06.12.2012 00:00:00.000,1.30722,1.30863,1.295,1.29612,155919.3438,1.2976003,1.31631,0.020190000000000152,0.0
709.0,10.12.2012 00:00:00.000,1.29061,1.29463,1.28856,1.29368,117349.1484,1.2908053,1.32285,0.0,-0.02917000000000014
710.0,11.12.2012 00:00:00.000,1.29367,1.30144,1.29286,1.30113,130925.2031,1.2983044,1.32127,0.0,-0.020140000000000047
712.0,13.12.2012 00:00:00.000,1.30653,1.31,1.30411,1.30766,145364.0625,1.3088126,1.31868,0.01102000000000003,0.0
713.0,14.12.2012 00:00:00.000,1.30767,1.31726,1.30663,1.31631,147225.1094,1.3148443,1.31797,0.0,-0.0016599999999999948
724.0,25.12.2012 00:00:00.000,1.31801,1.32025,1.31704,1.31798,17905.4609,1.316313,1.31833,0.0,-0.0003500000000000725
733.0,03.01.2013 00:00:00.000,1.31836,1.31887,1.30222,1.30243,173935.4375,1.3064156,1.33424,0.031810000000000116,0.0
736.0,06.01.2013 00:00:00.000,1.30745,1.30792,1.30655,1.30676,4326.2202,1.3057675,1.33769,0.0,-0.030930000000000124
738.0,08.01.2013 00:00:00.000,1.31236,1.31393,1.30566,1.30825,163429.7813,1.3105156,1.32845,0.020199999999999996,0.0
746.0,16.01.2013 00:00:00.000,1.33089,1.33246,1.32565,1.32845,161785.5781,1.3337501,1.33674,0.00829000000000013,0.0
747.0,17.01.2013 00:00:00.000,1.32845,1.33873,1.32696,1.33738,173479.5469,1.3368361,1.34587,0.0,-0.008489999999999887
750.0,20.01.2013 00:00:00.000,1.33107,1.33237,1.33066,1.33176,3996.71,1.3340672,1.34469,0.012929999999999886,0.0
753.0,23.01.2013 00:00:00.000,1.33127,1.33542,1.32655,1.33067,149668.2813,1.3267299,1.36115,0.0,-0.030480000000000063
762.0,01.02.2013 00:00:00.000,1.36115,1.37108,1.3586,1.36391,204622.9844,1.3660276,1.3366,-0.027309999999999945,0.0
764.0,03.02.2013 00:00:00.000,1.36521,1.36571,1.36449,1.36449,4513.7002,1.3672616,1.34016,-0.024329999999999963,0.0
765.0,04.02.2013 00:00:00.000,1.36448,1.36486,1.34988,1.35104,171325.625,1.361066,1.34521,-0.005830000000000002,0.0
768.0,07.02.2013 00:00:00.000,1.35216,1.35769,1.33706,1.33827,203740.6563,1.3490231,1.33618,-0.0020900000000001473,0.0
775.0,14.02.2013 00:00:00.000,1.34444,1.34551,1.3315,1.33498,147314.9844,1.3345978,1.31902,0.0,0.015959999999999974
801.0,12.03.2013 00:00:00.000,1.30319,1.30742,1.29913,1.30302,167825.2656,1.304679,1.2939,-0.009120000000000017,0.0
808.0,19.03.2013 00:00:00.000,1.29435,1.29694,1.28466,1.28638,250997.6875,1.2862656,1.27742,0.0,0.008960000000000079
813.0,24.03.2013 00:00:00.000,1.29475,1.30474,1.29448,1.30185,16525.5293,1.3029257,1.28485,-0.016999999999999904,0.0
815.0,26.03.2013 00:00:00.000,1.2857,1.28887,1.28313,1.28605,242433.6875,1.288551,1.28489,-0.0011599999999998278,0.0
817.0,28.03.2013 00:00:00.000,1.27746,1.28437,1.27556,1.28142,226366.8281,1.2829314,1.29936,0.017940000000000067,0.0
830.0,10.04.2013 00:00:00.000,1.308,1.31217,1.3051,1.3052,214647.0938,1.3053068,1.30524,4.0000000000040004e-05,0.0
837.0,17.04.2013 00:00:00.000,1.3178,1.31995,1.30011,1.30335,278089.9375,1.305271,1.30038,-0.002969999999999917,0.0
843.0,23.04.2013 00:00:00.000,1.30592,1.30824,1.2973,1.2994,240504.5625,1.2985284,1.31792,0.0,-0.01851999999999987
844.0,24.04.2013 00:00:00.000,1.29938,1.3033,1.29611,1.30155,213278.9375,1.2983435,1.30658,0.0,-0.00503000000000009
846.0,26.04.2013 00:00:00.000,1.30037,1.30475,1.29912,1.30274,219266.3906,1.3016354,1.31206,0.0,-0.009319999999999995
856.0,06.05.2013 00:00:00.000,1.31207,1.31396,1.30534,1.30727,120991.3125,1.3082215,1.29363,-0.013639999999999874,0.0
859.0,09.05.2013 00:00:00.000,1.31602,1.3177,1.30098,1.30315,206555.2344,1.3044455,1.28387,-0.019279999999999964,0.0
860.0,10.05.2013 00:00:00.000,1.30316,1.30506,1.2935,1.29899,245450.0,1.2993735,1.28306,-0.01593,0.0
863.0,13.05.2013 00:00:00.000,1.2967,1.2997,1.29415,1.2987,202554.1719,1.2949705,1.29198,0.0,0.006720000000000059
864.0,14.05.2013 00:00:00.000,1.29868,1.30289,1.29181,1.29363,238229.8594,1.2925148,1.28421,0.0,0.009419999999999984
867.0,17.05.2013 00:00:00.000,1.2883,1.28887,1.2796,1.28387,191829.3438,1.284458,1.29357,0.009700000000000042,0.0
869.0,19.05.2013 00:00:00.000,1.28421,1.28482,1.28276,1.28306,6912.79,1.2846334,1.29339,0.01032999999999995,0.0
873.0,23.05.2013 00:00:00.000,1.28422,1.29539,1.28214,1.29228,278910.3438,1.294074,1.29953,0.007249999999999979,0.0
876.0,26.05.2013 00:00:00.000,1.29347,1.29436,1.29328,1.29357,5845.1602,1.2987449,1.30704,0.013469999999999871,0.0
877.0,27.05.2013 00:00:00.000,1.29357,1.29485,1.29159,1.29339,83768.2422,1.296845,1.30715,0.013759999999999994,0.0
884.0,03.06.2013 00:00:00.000,1.29944,1.31074,1.29556,1.30704,214226.5156,1.3033929,1.33121,0.0,-0.024170000000000025
885.0,04.06.2013 00:00:00.000,1.30702,1.31012,1.30418,1.30715,240402.25,1.3040212,1.33438,0.0,-0.027229999999999865
887.0,06.06.2013 00:00:00.000,1.30864,1.33054,1.30749,1.32423,319307.75,1.3187643,1.33466,0.0,-0.01042999999999994
891.0,10.06.2013 00:00:00.000,1.32024,1.32689,1.31775,1.32528,237372.0469,1.3228984,1.33929,0.0,-0.014010000000000078
907.0,26.06.2013 00:00:00.000,1.30755,1.3087,1.29849,1.30162,189861.0625,1.2985009,1.28924,0.0,0.012380000000000058
919.0,08.07.2013 00:00:00.000,1.28128,1.28819,1.28117,1.28606,145136.8906,1.2881067,1.3148,0.028739999999999988,0.0
920.0,09.07.2013 00:00:00.000,1.28606,1.2898,1.27552,1.27766,185252.0,1.283612,1.31163,0.033970000000000056,0.0
923.0,12.07.2013 00:00:00.000,1.30865,1.31001,1.2999,1.30679,166714.2656,1.3149865,1.31581,0.009020000000000028,0.0
928.0,17.07.2013 00:00:00.000,1.31478,1.31768,1.30829,1.31163,210135.0156,1.3127259,1.32737,0.015739999999999865,0.0
936.0,25.07.2013 00:00:00.000,1.31904,1.32958,1.31655,1.32737,207799.4844,1.3214546,1.32802,0.0,-0.0006500000000000394
940.0,29.07.2013 00:00:00.000,1.32857,1.32949,1.32388,1.3263,358894.5313,1.3245074,1.33071,0.0,-0.004410000000000025
942.0,31.07.2013 00:00:00.000,1.32656,1.33447,1.32141,1.33003,430068.75,1.3296368,1.33791,0.0,-0.007879999999999887
954.0,12.08.2013 00:00:00.000,1.33384,1.33402,1.3277,1.32917,139277.75,1.3259895,1.34205,0.0,-0.012880000000000003
955.0,13.08.2013 00:00:00.000,1.32917,1.3317,1.32333,1.3265,183799.3594,1.3222785,1.3341,0.0,-0.007600000000000051
961.0,19.08.2013 00:00:00.000,1.3329,1.33745,1.33151,1.33337,158321.2656,1.3312894,1.33908,0.0,-0.005710000000000104
964.0,22.08.2013 00:00:00.000,1.3341,1.3373,1.32979,1.33553,212935.5469,1.3370821,1.32213,-0.013400000000000079,0.0
975.0,02.09.2013 00:00:00.000,1.32067,1.3227,1.31836,1.31891,119270.1797,1.3183614,1.32673,0.0,-0.007819999999999938
976.0,03.09.2013 00:00:00.000,1.31892,1.31968,1.31385,1.31717,180892.9063,1.314719,1.33135,0.0,-0.014180000000000081
977.0,04.09.2013 00:00:00.000,1.31716,1.32177,1.3157,1.31994,165593.9844,1.3163481,1.32983,0.0,-0.009890000000000176
982.0,09.09.2013 00:00:00.000,1.3172,1.32806,1.31665,1.32556,159954.8281,1.3226404,1.33566,0.0,-0.010099999999999998
986.0,13.09.2013 00:00:00.000,1.32983,1.3321,1.32538,1.3293,157137.5781,1.3322206,1.35334,0.02404000000000006,0.0
999.0,26.09.2013 00:00:00.000,1.35172,1.35262,1.3472,1.34874,164521.9063,1.3497334,1.35569,0.006950000000000012,0.0
1021.0,18.10.2013 00:00:00.000,1.36683,1.37037,1.36592,1.36844,184794.9688,1.3755587,1.38045,0.012009999999999854,0.0
1024.0,21.10.2013 00:00:00.000,1.36811,1.36884,1.36509,1.36721,154643.2031,1.3725775,1.37426,0.007050000000000001,0.0
1031.0,28.10.2013 00:00:00.000,1.38045,1.38174,1.3775,1.3788,186813.1563,1.3758435,1.34719,0.0,0.031609999999999916
1040.0,06.11.2013 00:00:00.000,1.34719,1.35471,1.34675,1.35175,187872.7813,1.3461411,1.34459,0.0,0.007160000000000055
1044.0,10.11.2013 00:00:00.000,1.33572,1.3362,1.33446,1.33464,4146.3799,1.3323702,1.35017,0.0,-0.015530000000000044
1052.0,18.11.2013 00:00:00.000,1.34821,1.35415,1.34745,1.35017,184377.2031,1.3549604,1.35667,0.00649999999999995,0.0
1058.0,24.11.2013 00:00:00.000,1.35481,1.35599,1.35476,1.35512,3205.6399,1.3591027,1.35418,-0.0009400000000001629,0.0
1063.0,29.11.2013 00:00:00.000,1.36026,1.36216,1.358,1.3589,186069.125,1.361431,1.37065,0.011749999999999927,0.0
1070.0,06.12.2013 00:00:00.000,1.36688,1.37063,1.36124,1.37037,235563.3438,1.3677156,1.37377,0.0,-0.0033999999999998476
1093.0,29.12.2013 00:00:00.000,1.37558,1.37694,1.3746,1.37513,3885.6201,1.37074,1.36296,0.0,0.012170000000000014
1107.0,12.01.2014 00:00:00.000,1.36783,1.36786,1.36643,1.3672,3789.77,1.3711208,1.35459,-0.01261000000000001,0.0
1108.0,13.01.2014 00:00:00.000,1.36719,1.36847,1.3637,1.36686,179419.1094,1.3719033,1.35572,-0.011139999999999928,0.0
1115.0,20.01.2014 00:00:00.000,1.35272,1.35679,1.35075,1.35459,120202.3672,1.3526827,1.3654,0.0,-0.010809999999999986
1122.0,27.01.2014 00:00:00.000,1.36868,1.37166,1.36531,1.36741,193342.3125,1.3670677,1.35159,0.0,0.015819999999999945
1123.0,28.01.2014 00:00:00.000,1.36741,1.36885,1.3629,1.3654,171590.875,1.3666276,1.35337,-0.012029999999999985,0.0
1125.0,30.01.2014 00:00:00.000,1.36572,1.36624,1.35434,1.35574,234697.0625,1.3628792,1.36342,0.007680000000000131,0.0
1126.0,31.01.2014 00:00:00.000,1.35575,1.35728,1.3479,1.34827,240687.6563,1.3581631,1.36186,0.013589999999999991,0.0
1139.0,13.02.2014 00:00:00.000,1.35876,1.36918,1.35855,1.36759,202744.2031,1.3654876,1.37375,0.0,-0.006159999999999943
1153.0,27.02.2014 00:00:00.000,1.36808,1.37268,1.36432,1.37061,147824.3438,1.3725431,1.38753,0.016919999999999824,0.0
1165.0,11.03.2014 00:00:00.000,1.3876,1.38766,1.38338,1.38563,123617.0625,1.3882424,1.38181,-0.0038199999999999346,0.0
1166.0,12.03.2014 00:00:00.000,1.38563,1.39142,1.38433,1.39023,144347.7969,1.3916255,1.37786,-0.012369999999999992,0.0
1170.0,16.03.2014 00:00:00.000,1.39065,1.39173,1.39027,1.3909,4907.3999,1.3942555,1.38362,-0.007279999999999953,0.0
1177.0,23.03.2014 00:00:00.000,1.37968,1.38063,1.37881,1.37969,3441.3301,1.3821782,1.37739,-0.0023000000000001908,0.0
1184.0,30.03.2014 00:00:00.000,1.37612,1.37636,1.37451,1.37531,3332.75,1.3720764,1.3742,0.0,0.0011099999999999444
1185.0,31.03.2014 00:00:00.000,1.3753,1.38067,1.37216,1.37739,119090.5078,1.3732862,1.37929,0.0,-0.0019000000000000128
1189.0,04.04.2014 00:00:00.000,1.37227,1.37308,1.36728,1.37016,135092.8281,1.3696575,1.3847,0.0,-0.014539999999999997
1193.0,08.04.2014 00:00:00.000,1.3742,1.38115,1.37374,1.37929,134065.5,1.3754131,1.38237,0.0,-0.0030800000000001937
1209.0,24.04.2014 00:00:00.000,1.3817,1.38429,1.37914,1.38303,125642.7188,1.3816096,1.38706,0.0,-0.004029999999999978
1212.0,27.04.2014 00:00:00.000,1.38447,1.38447,1.38357,1.3839,2489.6499,1.3823793,1.38746,0.0,-0.0035600000000000076
1216.0,01.05.2014 00:00:00.000,1.3868,1.38892,1.38628,1.38699,108122.5625,1.3866102,1.37553,0.0,0.011460000000000026
1226.0,11.05.2014 00:00:00.000,1.37526,1.3761,1.37522,1.37603,3457.3301,1.3818213,1.37124,-0.004790000000000072,0.0
1229.0,14.05.2014 00:00:00.000,1.37077,1.37308,1.36979,1.37176,169154.0313,1.3722159,1.36533,-0.006430000000000158,0.0
1240.0,25.05.2014 00:00:00.000,1.36233,1.36307,1.36145,1.36275,3677.2,1.3582662,1.35965,0.0,0.0030999999999998806
1248.0,02.06.2014 00:00:00.000,1.36287,1.36361,1.35881,1.35965,165085.0469,1.3625273,1.35392,-0.005730000000000013,0.0
1257.0,11.06.2014 00:00:00.000,1.35391,1.35571,1.35215,1.35357,201045.0469,1.3585916,1.36101,0.007440000000000113,0.0
1265.0,19.06.2014 00:00:00.000,1.35896,1.36434,1.35848,1.36101,215110.1875,1.3562589,1.36477,0.0,-0.0037599999999999856
1273.0,27.06.2014 00:00:00.000,1.36114,1.36505,1.361,1.36477,261372.125,1.3659437,1.3588,-0.005970000000000031,0.0
1280.0,04.07.2014 00:00:00.000,1.36086,1.36112,1.35855,1.35944,209969.5,1.3644655,1.36022,0.0007800000000000029,0.0
1285.0,09.07.2014 00:00:00.000,1.36166,1.36483,1.36022,1.36432,309667.1875,1.3627723,1.35186,0.0,0.012459999999999916
1286.0,10.07.2014 00:00:00.000,1.36433,1.36507,1.35891,1.36042,369468.3125,1.3614364,1.35227,-0.00814999999999988,0.0
1299.0,23.07.2014 00:00:00.000,1.34668,1.34741,1.34549,1.3461,102439.1484,1.34036,1.33889,0.0,0.007210000000000161
1304.0,28.07.2014 00:00:00.000,1.34288,1.34438,1.34269,1.34373,87460.5313,1.342134,1.33714,0.0,0.006590000000000096
1306.0,30.07.2014 00:00:00.000,1.341,1.34154,1.33669,1.33945,145925.6094,1.3420707,1.33572,-0.003730000000000011,0.0
1307.0,31.07.2014 00:00:00.000,1.33946,1.34006,1.33716,1.33889,129815.1016,1.3424381,1.34085,0.001960000000000184,0.0
1310.0,03.08.2014 00:00:00.000,1.343,1.34329,1.34231,1.3428,3201.03,1.3480511,1.33822,-0.0045800000000000285,0.0
1312.0,05.08.2014 00:00:00.000,1.34216,1.34248,1.33582,1.33714,119616.6172,1.3444384,1.33657,-0.0005699999999999594,0.0
1322.0,15.08.2014 00:00:00.000,1.33613,1.34117,1.33587,1.33976,131049.3594,1.3393322,1.31971,0.0,0.020050000000000123
1325.0,18.08.2014 00:00:00.000,1.33895,1.33991,1.33529,1.336,91114.2266,1.3365972,1.31697,-0.019030000000000102,0.0
1326.0,19.08.2014 00:00:00.000,1.336,1.33605,1.33133,1.33203,132255.375,1.3318043,1.31919,0.0,0.012839999999999963
1328.0,21.08.2014 00:00:00.000,1.32591,1.32884,1.32417,1.32785,126705.0703,1.3250643,1.31311,0.0,0.014739999999999975
1332.0,25.08.2014 00:00:00.000,1.31973,1.32103,1.31789,1.3186,115468.2266,1.3165716,1.31311,0.0,0.005489999999999995
1333.0,26.08.2014 00:00:00.000,1.31861,1.32147,1.31646,1.31697,146017.2969,1.3155262,1.3148,0.0,0.0021700000000000053
1345.0,07.09.2014 00:00:00.000,1.29556,1.29583,1.29491,1.29518,16774.0508,1.2967354,1.29384,-0.0013399999999998968,0.0
1347.0,09.09.2014 00:00:00.000,1.28912,1.29574,1.28594,1.2941,205611.6563,1.2953861,1.28488,-0.009220000000000006,0.0
1353.0,15.09.2014 00:00:00.000,1.29595,1.29691,1.29086,1.29384,174640.5156,1.2969936,1.28488,-0.008960000000000079,0.0
1361.0,23.09.2014 00:00:00.000,1.28501,1.29012,1.28394,1.28488,167392.4375,1.2870647,1.26216,-0.022720000000000073,0.0
1364.0,26.09.2014 00:00:00.000,1.27549,1.276,1.26769,1.26809,156861.2656,1.2685515,1.25124,-0.01685000000000003,0.0
1368.0,30.09.2014 00:00:00.000,1.26898,1.27022,1.2571,1.26279,194596.3438,1.2624909,1.27406,0.0,-0.011269999999999891
1370.0,02.10.2014 00:00:00.000,1.26216,1.26987,1.26138,1.26681,243421.6563,1.2657297,1.26268,0.0,0.004129999999999967
1373.0,05.10.2014 00:00:00.000,1.25107,1.2515,1.25089,1.25124,8670.8496,1.2539091,1.27217,0.020930000000000115,0.0
1378.0,10.10.2014 00:00:00.000,1.26882,1.2716,1.26054,1.26268,185574.7344,1.2688217,1.27473,0.012049999999999894,0.0
1383.0,15.10.2014 00:00:00.000,1.26412,1.28865,1.26247,1.28202,294121.125,1.2810403,1.26492,0.0,0.017099999999999893
1397.0,29.10.2014 00:00:00.000,1.2737,1.27705,1.26264,1.26316,189783.1094,1.2635919,1.23803,-0.025130000000000097,0.0
1401.0,02.11.2014 00:00:00.000,1.25067,1.25138,1.25017,1.25018,10622.7598,1.2499107,1.24259,0.0,0.007589999999999986
1403.0,04.11.2014 00:00:00.000,1.24921,1.25773,1.24901,1.25516,204778.8281,1.2550778,1.24298,0.0,0.01218000000000008
1411.0,12.11.2014 00:00:00.000,1.24756,1.24978,1.24194,1.24298,219437.9375,1.2439107,1.25431,0.011330000000000062,0.0
1412.0,13.11.2014 00:00:00.000,1.24298,1.24915,1.24279,1.24735,170570.0781,1.2465273,1.23871,0.0,0.008639999999999981
1415.0,16.11.2014 00:00:00.000,1.25301,1.25321,1.25139,1.25211,9030.21,1.252408,1.24338,-0.008730000000000127,0.0
1423.0,24.11.2014 00:00:00.000,1.23716,1.24446,1.23716,1.24338,157714.0781,1.2369201,1.23876,0.0,0.0046199999999998465
1430.0,01.12.2014 00:00:00.000,1.24368,1.25067,1.24194,1.24699,183811.9531,1.2414793,1.2388,0.0,0.008190000000000142
1436.0,07.12.2014 00:00:00.000,1.22864,1.23027,1.22804,1.22938,5605.2598,1.229224,1.24402,0.0,-0.014639999999999986
1446.0,17.12.2014 00:00:00.000,1.25106,1.25159,1.23209,1.23368,201911.8438,1.2381804,1.22079,-0.012890000000000068,0.0
1450.0,21.12.2014 00:00:00.000,1.22229,1.22264,1.22198,1.22245,3196.8799,1.2226504,1.21533,-0.007120000000000015,0.0
1457.0,28.12.2014 00:00:00.000,1.21792,1.21804,1.21672,1.21682,5834.0601,1.20359,1.19374,0.0,0.02307999999999999
1466.0,06.01.2015 00:00:00.000,1.19374,1.19687,1.18461,1.18722,177669.7969,1.1795768,1.1784,0.0,0.00882000000000005
1468.0,08.01.2015 00:00:00.000,1.18337,1.18475,1.17543,1.1792,150219.7969,1.1638293,1.15626,0.0,0.02293999999999996
1473.0,13.01.2015 00:00:00.000,1.18319,1.18596,1.17531,1.1777,190749.3906,1.1521896,1.16147,0.0,0.016229999999999967
1476.0,16.01.2015 00:00:00.000,1.16361,1.16487,1.146,1.15626,243185.7344,1.134541,1.11417,0.0,0.04208999999999996
1489.0,29.01.2015 00:00:00.000,1.12829,1.13678,1.12619,1.13337,170749.1875,1.1327066,1.13128,0.0,0.0020899999999999253
1500.0,09.02.2015 00:00:00.000,1.13135,1.13595,1.12703,1.13242,145020.2656,1.1357844,1.14039,0.007970000000000033,0.0
1509.0,18.02.2015 00:00:00.000,1.14039,1.14156,1.13339,1.13995,154129.0781,1.1264461,1.12026,0.0,0.019689999999999985
1513.0,22.02.2015 00:00:00.000,1.13911,1.13961,1.13771,1.13802,4454.5298,1.1152968,1.11766,0.0,0.020359999999999934
1514.0,23.02.2015 00:00:00.000,1.13802,1.13932,1.12951,1.13336,121740.7031,1.1047882,1.11827,0.0,0.015089999999999826
1524.0,05.03.2015 00:00:00.000,1.10791,1.11142,1.09874,1.10316,170648.9375,1.0498263,1.04943,0.0,0.05372999999999983
1532.0,13.03.2015 00:00:00.000,1.06267,1.06347,1.04624,1.04943,203399.7656,1.0589118,1.08251,0.03308,0.0
1536.0,17.03.2015 00:00:00.000,1.05715,1.06507,1.05514,1.0595,159779.3281,1.0646127,1.09632,0.03681999999999985,0.0
1556.0,06.04.2015 00:00:00.000,1.09946,1.10356,1.091,1.09343,108858.4609,1.0471249,1.06466,0.0,0.028769999999999962
1560.0,10.04.2015 00:00:00.000,1.06665,1.06837,1.05679,1.06022,171200.25,1.0725935,1.08082,0.02059999999999995,0.0
1565.0,15.04.2015 00:00:00.000,1.06466,1.07017,1.05708,1.06763,207598.9063,1.0934672,1.08138,0.013749999999999929,0.0
1577.0,27.04.2015 00:00:00.000,1.08657,1.09266,1.08192,1.08764,197673.6563,1.1134601,1.11797,0.030329999999999968,0.0
1578.0,28.04.2015 00:00:00.000,1.08761,1.0991,1.08598,1.09677,212064.5469,1.1155252,1.13391,0.03713999999999995,0.0
1584.0,04.05.2015 00:00:00.000,1.11885,1.12245,1.11228,1.11487,170489.2656,1.1149966,1.12189,0.007020000000000026,0.0
1585.0,05.05.2015 00:00:00.000,1.11487,1.12231,1.10663,1.11797,234895.6406,1.1171265,1.13469,0.0,-0.016720000000000068
1599.0,19.05.2015 00:00:00.000,1.13242,1.13259,1.11184,1.11425,235738.125,1.1247529,1.08975,-0.024499999999999966,0.0
1600.0,20.05.2015 00:00:00.000,1.11425,1.11522,1.10621,1.11012,246556.6094,1.124809,1.09624,-0.013879999999999892,0.0
1601.0,21.05.2015 00:00:00.000,1.11014,1.11813,1.10797,1.11091,224327.2969,1.1282492,1.09831,-0.012600000000000167,0.0
1608.0,28.05.2015 00:00:00.000,1.08975,1.09742,1.08671,1.09624,233974.9531,1.1119298,1.11103,0.014789999999999859,0.0
1611.0,31.05.2015 00:00:00.000,1.09803,1.09885,1.09521,1.09571,7431.9302,1.1088357,1.128,0.03228999999999993,0.0
1619.0,08.06.2015 00:00:00.000,1.11023,1.13068,1.10842,1.128,220008.5469,1.1331066,1.12413,-0.003869999999999818,0.0
1622.0,11.06.2015 00:00:00.000,1.13099,1.13315,1.1182,1.12458,203174.375,1.1321636,1.13487,0.010290000000000132,0.0
1642.0,01.07.2015 00:00:00.000,1.11318,1.11713,1.10321,1.10368,192840.125,1.1200492,1.10605,0.0023699999999999832,0.0
1650.0,09.07.2015 00:00:00.000,1.10708,1.11249,1.09915,1.10605,195008.0938,1.1040462,1.08261,0.0,0.023439999999999905
1656.0,15.07.2015 00:00:00.000,1.10063,1.10355,1.09299,1.09376,195587.6719,1.1072617,1.09871,0.00495000000000001,0.0
1660.0,19.07.2015 00:00:00.000,1.08295,1.0844,1.08282,1.083,7247.8198,1.0952476,1.10884,0.025840000000000085,0.0
1665.0,24.07.2015 00:00:00.000,1.0987,1.09957,1.09253,1.09795,139853.5156,1.0953062,1.09674,0.0,0.0012099999999999334
1667.0,26.07.2015 00:00:00.000,1.09813,1.09827,1.09689,1.09721,4898.9302,1.0968127,1.09506,0.0,0.0021500000000000963
1669.0,28.07.2015 00:00:00.000,1.10884,1.10996,1.10221,1.1065,160387.5156,1.1022749,1.09029,0.0,0.016210000000000058
1677.0,05.08.2015 00:00:00.000,1.08849,1.09342,1.08481,1.09029,198887.2813,1.0945603,1.11581,0.025519999999999987,0.0
1686.0,14.08.2015 00:00:00.000,1.11581,1.11887,1.10978,1.11062,138449.6406,1.1059537,1.13761,0.0,-0.02699000000000007
1699.0,27.08.2015 00:00:00.000,1.13386,1.13644,1.1203,1.1243,225573.0156,1.134434,1.11499,-0.009310000000000151,0.0
1704.0,01.09.2015 00:00:00.000,1.1224,1.1332,1.12232,1.12954,211138.25,1.1289856,1.1218,0.0,0.00774000000000008
1707.0,04.09.2015 00:00:00.000,1.11239,1.11895,1.10898,1.11499,165597.9844,1.120922,1.1342,0.01921000000000017,0.0
