,Gmt time,Open,High,Low,Close,Volume
1831,06.01.2016 00:00:00.000,1.07503,1.07993,1.07148,1.07766,225000.4375
1832,07.01.2016 00:00:00.000,1.07766,1.09401,1.0771,1.09255,248091.8125
1833,08.01.2016 00:00:00.000,1.09255,1.09299,1.08033,1.09235,225739.5938
1835,10.01.2016 00:00:00.000,1.09172,1.09697,1.09172,1.09371,12790.0098
1836,11.01.2016 00:00:00.000,1.09371,1.09454,1.08479,1.08563,205385.1563
1837,12.01.2016 00:00:00.000,1.08562,1.09002,1.08197,1.0843,238659.4688
1838,13.01.2016 00:00:00.000,1.0843,1.08885,1.08049,1.08853,260915.4063
1839,14.01.2016 00:00:00.000,1.08854,1.09432,1.08346,1.0857,283523.5625
1840,15.01.2016 00:00:00.000,1.0857,1.09846,1.08563,1.0915,302146.4375
1842,17.01.2016 00:00:00.000,1.09218,1.09276,1.09073,1.09183,11951.04
1843,18.01.2016 00:00:00.000,1.09183,1.09237,1.08689,1.08925,190438.875
1844,19.01.2016 00:00:00.000,1.08925,1.09389,1.08595,1.09105,275003.375
1845,20.01.2016 00:00:00.000,1.09106,1.0976,1.08732,1.08746,322863.2188
1846,21.01.2016 00:00:00.000,1.08745,1.0921,1.0778,1.0858,363617.8438
1847,22.01.2016 00:00:00.000,1.08581,1.08629,1.07892,1.07947,335113.9063
1849,24.01.2016 00:00:00.000,1.07913,1.07977,1.07893,1.07971,6192.8901
1850,25.01.2016 00:00:00.000,1.0797,1.08569,1.07899,1.08524,281230.1563
1851,26.01.2016 00:00:00.000,1.08523,1.08743,1.08187,1.08617,286050.5625
1852,27.01.2016 00:00:00.000,1.08616,1.09164,1.08507,1.0902,306419.4375
1853,28.01.2016 00:00:00.000,1.0902,1.09676,1.08697,1.09352,318400.5938
1854,29.01.2016 00:00:00.000,1.09353,1.09485,1.081,1.083,340410.4688
1856,31.01.2016 00:00:00.000,1.0831,1.0834,1.08147,1.08253,9524.0703
1857,01.02.2016 00:00:00.000,1.08253,1.09128,1.08242,1.08958,288716.5938
1858,02.02.2016 00:00:00.000,1.08957,1.09399,1.08924,1.09184,289006.9688
1859,03.02.2016 00:00:00.000,1.09187,1.11455,1.09038,1.10929,357748.4688
1860,04.02.2016 00:00:00.000,1.10928,1.12389,1.10696,1.11994,377078.5625
1861,05.02.2016 00:00:00.000,1.11994,1.1247,1.11088,1.11561,322812.9063
1863,07.02.2016 00:00:00.000,1.1142,1.11486,1.11417,1.11434,12227.9902
1864,08.02.2016 00:00:00.000,1.11434,1.12159,1.10865,1.1189,356181.4688
1865,09.02.2016 00:00:00.000,1.1189,1.13379,1.11624,1.1288,400677.7813
1866,10.02.2016 00:00:00.000,1.1288,1.13115,1.11606,1.12838,417243.3438
1867,11.02.2016 00:00:00.000,1.12839,1.13762,1.12741,1.13159,412261.4375
1868,12.02.2016 00:00:00.000,1.13161,1.13338,1.12141,1.12532,340865.2813
1870,14.02.2016 00:00:00.000,1.12347,1.12499,1.12156,1.12232,12506.25
1871,15.02.2016 00:00:00.000,1.12232,1.12389,1.1128,1.11762,258790.3125
1872,16.02.2016 00:00:00.000,1.11762,1.11931,1.11242,1.11429,327288.6875
1873,17.02.2016 00:00:00.000,1.1143,1.1179,1.1106,1.11204,338320.0
1874,18.02.2016 00:00:00.000,1.11205,1.11497,1.1071,1.11075,344235.1875
1875,19.02.2016 00:00:00.000,1.11075,1.11392,1.10669,1.11284,319998.4063
1877,21.02.2016 00:00:00.000,1.11103,1.11246,1.11101,1.11218,12360.7998
1878,22.02.2016 00:00:00.000,1.11221,1.11238,1.10032,1.10251,319818.3125
1879,23.02.2016 00:00:00.000,1.10251,1.10527,1.09901,1.10234,326587.0625
1880,24.02.2016 00:00:00.000,1.10232,1.10461,1.09573,1.1014,363386.0313
1881,25.02.2016 00:00:00.000,1.1014,1.10498,1.09867,1.10231,340465.625
1882,26.02.2016 00:00:00.000,1.10231,1.10683,1.09116,1.093,336133.6563
1884,28.02.2016 00:00:00.000,1.09159,1.09287,1.09117,1.09244,13115.96
1885,29.02.2016 00:00:00.000,1.09243,1.09625,1.08593,1.08853,344151.9688
1886,01.03.2016 00:00:00.000,1.08853,1.08935,1.08342,1.08761,343274.9688
1887,02.03.2016 00:00:00.000,1.0876,1.08809,1.08255,1.08692,340963.4375
1888,03.03.2016 00:00:00.000,1.08693,1.09727,1.08536,1.09455,335634.1875
1889,04.03.2016 00:00:00.000,1.09456,1.10434,1.09034,1.10055,337381.1563
1891,06.03.2016 00:00:00.000,1.09886,1.09972,1.0988,1.09913,9280.2695
1892,07.03.2016 00:00:00.000,1.09913,1.10258,1.094,1.10123,316071.4063
1893,08.03.2016 00:00:00.000,1.10123,1.10578,1.09936,1.10002,322509.1563
1894,09.03.2016 00:00:00.000,1.10001,1.10349,1.09461,1.09858,330986.0
1895,10.03.2016 00:00:00.000,1.09859,1.12179,1.08222,1.11763,387736.0938
1896,11.03.2016 00:00:00.000,1.11763,1.12096,1.10803,1.11468,326235.4375
1898,13.03.2016 00:00:00.000,1.11355,1.11763,1.11339,1.11651,15699.1904
1899,14.03.2016 00:00:00.000,1.11651,1.11666,1.10779,1.10999,310620.625
1900,15.03.2016 00:00:00.000,1.11,1.11248,1.10719,1.1107,373821.2188
1901,16.03.2016 00:00:00.000,1.11071,1.12421,1.10579,1.12161,348791.1563
1902,17.03.2016 00:00:00.000,1.12161,1.13425,1.12055,1.13152,390560.7813
1903,18.03.2016 00:00:00.000,1.13151,1.13368,1.12562,1.12696,324413.25
1905,20.03.2016 00:00:00.000,1.12575,1.12809,1.12575,1.12744,13698.79
1906,21.03.2016 00:00:00.000,1.12744,1.12848,1.1233,1.12349,288874.8125
1907,22.03.2016 00:00:00.000,1.1235,1.12599,1.11885,1.12211,309998.4688
1908,23.03.2016 00:00:00.000,1.12211,1.12211,1.11594,1.11779,294407.4688
1909,24.03.2016 00:00:00.000,1.11778,1.11877,1.11442,1.11644,270531.875
1910,25.03.2016 00:00:00.000,1.11644,1.11757,1.11529,1.11624,54683.2383
1912,27.03.2016 00:00:00.000,1.11615,1.11665,1.11559,1.11571,7547.2798
1913,28.03.2016 00:00:00.000,1.11572,1.12198,1.1153,1.12007,166510.9531
1914,29.03.2016 00:00:00.000,1.12007,1.13033,1.1169,1.12892,309638.125
1915,30.03.2016 00:00:00.000,1.12893,1.13654,1.12863,1.13327,340341.5313
1916,31.03.2016 00:00:00.000,1.13326,1.14118,1.13101,1.13785,293081.125
1917,01.04.2016 00:00:00.000,1.13785,1.14379,1.13347,1.13899,263826.3438
1919,03.04.2016 00:00:00.000,1.13999,1.14,1.13878,1.13946,7257.79
1920,04.04.2016 00:00:00.000,1.13952,1.14125,1.13574,1.13865,252373.0469
1921,05.04.2016 00:00:00.000,1.13857,1.1405,1.13359,1.13805,245981.0
1922,06.04.2016 00:00:00.000,1.13805,1.14316,1.13266,1.14001,255691.4531
1923,07.04.2016 00:00:00.000,1.14002,1.14539,1.13376,1.13668,284966.0
1924,08.04.2016 00:00:00.000,1.13667,1.14193,1.13491,1.1395,235422.7031
1926,10.04.2016 00:00:00.000,1.14127,1.14144,1.13957,1.14047,13989.1602
1927,11.04.2016 00:00:00.000,1.14047,1.14473,1.13723,1.14102,237009.9375
1928,12.04.2016 00:00:00.000,1.14101,1.14649,1.13453,1.13831,259334.8438
1929,13.04.2016 00:00:00.000,1.1383,1.13912,1.12682,1.12779,265812.625
1930,14.04.2016 00:00:00.000,1.12779,1.12948,1.12339,1.12651,243598.5625
1931,15.04.2016 00:00:00.000,1.1265,1.13169,1.12457,1.12823,193951.9219
1933,17.04.2016 00:00:00.000,1.13002,1.13018,1.1289,1.12975,13452.1299
1934,18.04.2016 00:00:00.000,1.12978,1.13321,1.12737,1.13077,205265.125
1935,19.04.2016 00:00:00.000,1.13078,1.13845,1.13034,1.13583,223942.4688
1936,20.04.2016 00:00:00.000,1.13583,1.13876,1.12905,1.13022,246967.1406
1937,21.04.2016 00:00:00.000,1.13024,1.13981,1.12699,1.12902,262475.5
1938,22.04.2016 00:00:00.000,1.12902,1.13087,1.12181,1.12227,234473.625
1940,24.04.2016 00:00:00.000,1.12162,1.12338,1.1215,1.12312,16429.1602
1941,25.04.2016 00:00:00.000,1.12312,1.12781,1.12235,1.12664,234944.9063
1942,26.04.2016 00:00:00.000,1.12663,1.13397,1.12562,1.12959,256540.1563
1943,27.04.2016 00:00:00.000,1.12959,1.1361,1.12715,1.13264,273769.625
1944,28.04.2016 00:00:00.000,1.13264,1.13679,1.12959,1.13571,293027.1563
1945,29.04.2016 00:00:00.000,1.13569,1.14592,1.13562,1.14503,272977.4063
1947,01.05.2016 00:00:00.000,1.14593,1.14659,1.14528,1.14608,17794.5
1948,02.05.2016 00:00:00.000,1.14608,1.1536,1.14482,1.15234,211397.3594
1949,03.05.2016 00:00:00.000,1.15232,1.16162,1.14929,1.15008,273512.7813
1950,04.05.2016 00:00:00.000,1.1501,1.15294,1.14661,1.1491,273581.875
1951,05.05.2016 00:00:00.000,1.14908,1.14938,1.13859,1.14004,223831.4375
1952,06.05.2016 00:00:00.000,1.14004,1.14802,1.13866,1.14023,232430.125
1954,08.05.2016 00:00:00.000,1.13936,1.14008,1.13838,1.13853,7683.0698
1955,09.05.2016 00:00:00.000,1.13857,1.14199,1.13753,1.13832,216458.7813
1956,10.05.2016 00:00:00.000,1.13831,1.14098,1.13587,1.1373,204446.9531
1957,11.05.2016 00:00:00.000,1.13732,1.14466,1.13724,1.1424,185486.875
1958,12.05.2016 00:00:00.000,1.1424,1.14291,1.13706,1.13742,195163.625
1959,13.05.2016 00:00:00.000,1.13741,1.13785,1.1283,1.13097,238153.5625
1961,15.05.2016 00:00:00.000,1.131,1.13195,1.13021,1.13172,9075.4805
1962,16.05.2016 00:00:00.000,1.13173,1.13422,1.13029,1.13151,175442.7969
1963,17.05.2016 00:00:00.000,1.13151,1.13487,1.1302,1.1314,190460.7344
1964,18.05.2016 00:00:00.000,1.13141,1.13161,1.12141,1.12195,234894.3438
1965,19.05.2016 00:00:00.000,1.12196,1.12299,1.11801,1.12019,233208.6406
1966,20.05.2016 00:00:00.000,1.1202,1.12375,1.11963,1.12222,164452.0
1968,22.05.2016 00:00:00.000,1.12081,1.12229,1.12081,1.12204,6436.9302
1969,23.05.2016 00:00:00.000,1.12204,1.12428,1.11875,1.12129,182541.2031
1970,24.05.2016 00:00:00.000,1.12131,1.12271,1.11324,1.11352,215210.0938
1971,25.05.2016 00:00:00.000,1.11352,1.11669,1.11289,1.11549,212477.7031
1972,26.05.2016 00:00:00.000,1.11549,1.12168,1.11542,1.11915,210178.0938
1973,27.05.2016 00:00:00.000,1.11915,1.12007,1.11109,1.11116,179006.2188
1975,29.05.2016 00:00:00.000,1.11126,1.11154,1.11068,1.11082,10520.7695
1976,30.05.2016 00:00:00.000,1.1108,1.11495,1.10978,1.11475,118135.0
1977,31.05.2016 00:00:00.000,1.11476,1.11734,1.11222,1.1134,217690.0938
1978,01.06.2016 00:00:00.000,1.11339,1.11939,1.11141,1.11875,221569.5469
1979,02.06.2016 00:00:00.000,1.11874,1.12199,1.11453,1.11515,209480.9063
1980,03.06.2016 00:00:00.000,1.11516,1.13736,1.11367,1.13658,232506.4844
1982,05.06.2016 00:00:00.000,1.13533,1.13715,1.13448,1.13512,15770.9004
1983,06.06.2016 00:00:00.000,1.13511,1.13926,1.13263,1.13627,222855.0625
1984,07.06.2016 00:00:00.000,1.13628,1.13804,1.13386,1.13557,181028.2344
1985,08.06.2016 00:00:00.000,1.13992,1.13995,1.13981,1.13987,54.0
1986,09.06.2016 00:00:00.000,1.14026,1.14155,1.13056,1.13097,201623.4844
1987,10.06.2016 00:00:00.000,1.13098,1.13214,1.12452,1.12498,196036.6563
1989,12.06.2016 00:00:00.000,1.1248,1.1253,1.12339,1.12381,13844.4697
1990,13.06.2016 00:00:00.000,1.12379,1.13028,1.12323,1.12877,201026.0469
1991,14.06.2016 00:00:00.000,1.12877,1.12985,1.11889,1.12103,198706.8281
1992,15.06.2016 00:00:00.000,1.12103,1.12975,1.11897,1.12611,206081.5625
1993,16.06.2016 00:00:00.000,1.1261,1.12949,1.1131,1.12696,264771.625
1994,17.06.2016 00:00:00.000,1.12714,1.12962,1.12231,1.12732,199737.625
1996,19.06.2016 00:00:00.000,1.13285,1.13579,1.13085,1.13469,15954.8799
1997,20.06.2016 00:00:00.000,1.13468,1.13824,1.1302,1.13216,238362.0469
1998,21.06.2016 00:00:00.000,1.13216,1.13495,1.12401,1.12494,218732.1563
1999,22.06.2016 00:00:00.000,1.12495,1.13475,1.12366,1.13256,228912.9531
2000,23.06.2016 00:00:00.000,1.13257,1.14278,1.12693,1.13328,264083.1563
2001,24.06.2016 00:00:00.000,1.13332,1.13372,1.09116,1.10913,340410.1563
2003,26.06.2016 00:00:00.000,1.10073,1.10748,1.10072,1.10392,22869.4902
2004,27.06.2016 00:00:00.000,1.10395,1.10837,1.09709,1.10137,293307.875
2005,28.06.2016 00:00:00.000,1.10136,1.11116,1.10128,1.10753,241435.5938
2006,29.06.2016 00:00:00.000,1.10753,1.11303,1.10494,1.1122,244264.6563
2007,30.06.2016 00:00:00.000,1.11221,1.11545,1.10241,1.1103,276728.0
2008,01.07.2016 00:00:00.000,1.11029,1.11693,1.1072,1.11365,218999.4063
2010,03.07.2016 00:00:00.000,1.11253,1.1137,1.1125,1.11273,8775.4902
2011,04.07.2016 00:00:00.000,1.11273,1.11595,1.10979,1.11444,155125.2969
2012,05.07.2016 00:00:00.000,1.11443,1.11863,1.10581,1.10635,215501.8125
2013,06.07.2016 00:00:00.000,1.10634,1.11116,1.10291,1.10968,239954.0
2014,07.07.2016 00:00:00.000,1.10968,1.11072,1.10526,1.10636,202694.3438
2015,08.07.2016 00:00:00.000,1.10634,1.11201,1.10018,1.10497,191901.1094
2017,10.07.2016 00:00:00.000,1.10456,1.10532,1.10419,1.10439,12672.0898
2018,11.07.2016 00:00:00.000,1.10439,1.10746,1.10159,1.10567,192310.2188
2019,12.07.2016 00:00:00.000,1.10567,1.11259,1.10521,1.106,221604.8281
2020,13.07.2016 00:00:00.000,1.106,1.11199,1.1042,1.10949,227676.875
2021,14.07.2016 00:00:00.000,1.10948,1.11648,1.10884,1.11062,242565.6563
2022,15.07.2016 00:00:00.000,1.11062,1.11488,1.10248,1.10295,217761.3438
2024,17.07.2016 00:00:00.000,1.10454,1.10605,1.10446,1.10558,13288.7803
2025,18.07.2016 00:00:00.000,1.10561,1.10842,1.10376,1.10682,177076.4063
2026,19.07.2016 00:00:00.000,1.10681,1.10804,1.1,1.10135,204482.0
2027,20.07.2016 00:00:00.000,1.10135,1.10301,1.09815,1.10163,676855.5
2028,21.07.2016 00:00:00.000,1.10163,1.10599,1.09796,1.1032,1109066.375
2029,22.07.2016 00:00:00.000,1.1032,1.1041,1.09555,1.09754,950224.3125
2031,24.07.2016 00:00:00.000,1.09713,1.09755,1.0963,1.0969,38246.4688
2032,25.07.2016 00:00:00.000,1.0969,1.09987,1.09519,1.09891,901409.3125
2033,26.07.2016 00:00:00.000,1.09891,1.10298,1.09783,1.09871,853359.25
2034,27.07.2016 00:00:00.000,1.09871,1.10737,1.09612,1.10671,922284.125
2035,28.07.2016 00:00:00.000,1.10671,1.11195,1.10591,1.10825,1100398.25
2036,29.07.2016 00:00:00.000,1.10825,1.11974,1.10727,1.11726,1069913.125
2038,31.07.2016 00:00:00.000,1.11726,1.11836,1.11656,1.11671,37988.2383
2039,01.08.2016 00:00:00.000,1.11672,1.11814,1.11552,1.11669,819024.375
2040,02.08.2016 00:00:00.000,1.11669,1.12336,1.11622,1.12178,1022741.125
2041,03.08.2016 00:00:00.000,1.12178,1.1219,1.11406,1.11501,897749.5
2042,04.08.2016 00:00:00.000,1.11501,1.11563,1.1114,1.11347,957281.6875
2043,05.08.2016 00:00:00.000,1.11347,1.11612,1.10458,1.10854,846211.125
2045,07.08.2016 00:00:00.000,1.10777,1.10923,1.10777,1.10869,31388.25
2046,08.08.2016 00:00:00.000,1.10868,1.11049,1.10721,1.1085,785286.4375
2047,09.08.2016 00:00:00.000,1.1085,1.11225,1.10705,1.11176,828683.0625
2048,10.08.2016 00:00:00.000,1.11176,1.11914,1.1117,1.1185,897905.125
2049,11.08.2016 00:00:00.000,1.1185,1.11901,1.1135,1.11382,776352.125
2050,12.08.2016 00:00:00.000,1.11382,1.12213,1.11313,1.11621,736205.6875
2052,14.08.2016 00:00:00.000,1.1167,1.11687,1.1157,1.11641,31286.8496
2053,15.08.2016 00:00:00.000,1.11642,1.12034,1.11538,1.11818,755901.25
2054,16.08.2016 00:00:00.000,1.11819,1.13223,1.11774,1.12759,880740.625
2055,17.08.2016 00:00:00.000,1.12759,1.13159,1.12407,1.12989,803391.0625
2056,18.08.2016 00:00:00.000,1.12989,1.13663,1.12951,1.13475,839357.0
2057,19.08.2016 00:00:00.000,1.13471,1.13488,1.13042,1.13216,736860.0625
2059,21.08.2016 00:00:00.000,1.13088,1.13226,1.12943,1.12977,61125.5117
2060,22.08.2016 00:00:00.000,1.12978,1.13306,1.1271,1.13172,1025027.8125
2061,23.08.2016 00:00:00.000,1.13171,1.13553,1.12996,1.13016,954660.875
2062,24.08.2016 00:00:00.000,1.13016,1.13115,1.12452,1.12609,888467.625
2063,25.08.2016 00:00:00.000,1.12609,1.12974,1.12592,1.12865,621790.5
2064,26.08.2016 00:00:00.000,1.12865,1.13408,1.11804,1.11953,707485.25
2066,28.08.2016 00:00:00.000,1.11752,1.12006,1.11752,1.11974,34177.4297
2067,29.08.2016 00:00:00.000,1.11975,1.12077,1.1158,1.11904,820302.75
2068,30.08.2016 00:00:00.000,1.11904,1.11907,1.11321,1.11498,996209.8125
2069,31.08.2016 00:00:00.000,1.11498,1.11654,1.11232,1.11562,1098957.375
2070,01.09.2016 00:00:00.000,1.11564,1.12051,1.11276,1.11985,1136568.125
2071,02.09.2016 00:00:00.000,1.11985,1.12521,1.11503,1.11539,1075797.875
2073,04.09.2016 00:00:00.000,1.11559,1.11591,1.11528,1.1158,39453.9297
2074,05.09.2016 00:00:00.000,1.1158,1.11824,1.11395,1.11504,781260.0
2075,06.09.2016 00:00:00.000,1.11504,1.12631,1.11409,1.12457,1155938.875
2076,07.09.2016 00:00:00.000,1.12458,1.12714,1.1229,1.12381,1046392.9375
2077,08.09.2016 00:00:00.000,1.12381,1.13269,1.12345,1.12684,1233327.125
2078,09.09.2016 00:00:00.000,1.12682,1.1285,1.11985,1.12318,1152026.5
2080,11.09.2016 00:00:00.000,1.12343,1.12407,1.12293,1.12406,62826.6602
2081,12.09.2016 00:00:00.000,1.12406,1.12684,1.12103,1.12404,1181446.625
2082,13.09.2016 00:00:00.000,1.12404,1.12602,1.12039,1.12191,1169018.375
2083,14.09.2016 00:00:00.000,1.12191,1.1274,1.12137,1.1245,1105472.5
2084,15.09.2016 00:00:00.000,1.1245,1.12843,1.1219,1.12468,1063573.375
2085,16.09.2016 00:00:00.000,1.12469,1.1248,1.11495,1.11509,1053947.0
2087,18.09.2016 00:00:00.000,1.115,1.11608,1.11497,1.11577,45994.7813
2088,19.09.2016 00:00:00.000,1.11576,1.11978,1.11507,1.11771,1147771.375
2089,20.09.2016 00:00:00.000,1.11771,1.12134,1.11495,1.1153,1133500.625
2090,21.09.2016 00:00:00.000,1.1153,1.11966,1.1123,1.1189,1286159.125
2091,22.09.2016 00:00:00.000,1.1189,1.12573,1.11849,1.12081,1340682.375
2092,23.09.2016 00:00:00.000,1.12081,1.12405,1.11938,1.12237,1157641.375
2094,25.09.2016 00:00:00.000,1.12294,1.1241,1.12228,1.12373,69180.4609
2095,26.09.2016 00:00:00.000,1.12373,1.12792,1.12211,1.125,1170617.75
2096,27.09.2016 00:00:00.000,1.12501,1.12589,1.1191,1.1217,1230913.625
2097,28.09.2016 00:00:00.000,1.1217,1.12369,1.1182,1.12233,1319076.875
2098,29.09.2016 00:00:00.000,1.12233,1.12497,1.11968,1.12186,1377967.25
2099,30.09.2016 00:00:00.000,1.12187,1.12507,1.11533,1.12392,1372345.25
2101,02.10.2016 00:00:00.000,1.12287,1.12442,1.12272,1.12328,45308.3516
2102,03.10.2016 00:00:00.000,1.12328,1.12416,1.12052,1.12091,1000987.125
2103,04.10.2016 00:00:00.000,1.12093,1.12391,1.11379,1.12091,1230517.0
2104,05.10.2016 00:00:00.000,1.12091,1.12333,1.11897,1.12059,1134478.875
2105,06.10.2016 00:00:00.000,1.12059,1.12103,1.11252,1.11418,1092857.875
2106,07.10.2016 00:00:00.000,1.11418,1.12051,1.11043,1.11967,1223312.5
2108,09.10.2016 00:00:00.000,1.11815,1.12032,1.11799,1.11945,49314.5703
2109,10.10.2016 00:00:00.000,1.11945,1.12003,1.11314,1.11405,980133.0
2110,11.10.2016 00:00:00.000,1.11405,1.11405,1.10488,1.10573,1061786.625
2111,12.10.2016 00:00:00.000,1.10574,1.10611,1.10044,1.10103,1116438.375
2112,13.10.2016 00:00:00.000,1.10103,1.10581,1.09855,1.10479,1030775.375
2113,14.10.2016 00:00:00.000,1.1048,1.10565,1.09697,1.09697,1072483.0
2115,16.10.2016 00:00:00.000,1.0969,1.09729,1.09653,1.09656,35131.5703
2116,17.10.2016 00:00:00.000,1.09656,1.10141,1.09638,1.10109,1046412.0
2117,18.10.2016 00:00:00.000,1.10107,1.10263,1.097,1.09746,962075.5
2118,19.10.2016 00:00:00.000,1.09746,1.10048,1.0955,1.09744,981921.8125
2119,20.10.2016 00:00:00.000,1.09744,1.10392,1.09159,1.09293,1015002.3125
2120,21.10.2016 00:00:00.000,1.09293,1.09295,1.08592,1.08818,951558.3125
2122,23.10.2016 00:00:00.000,1.08811,1.08843,1.08742,1.088,42526.0781
2123,24.10.2016 00:00:00.000,1.088,1.08996,1.08596,1.08729,491924.4688
2124,25.10.2016 00:00:00.000,1.0873,1.0905,1.08511,1.08861,193149.4531
2125,26.10.2016 00:00:00.000,1.0886,1.09464,1.08744,1.09095,190968.1563
2126,27.10.2016 00:00:00.000,1.09095,1.09422,1.08826,1.0897,181506.3438
2127,28.10.2016 00:00:00.000,1.08971,1.09917,1.0895,1.09824,189372.7969
2129,30.10.2016 00:00:00.000,1.09896,1.09912,1.09756,1.0982,8798.2598
2130,31.10.2016 00:00:00.000,1.09821,1.09826,1.09359,1.09707,178320.5
2131,01.11.2016 00:00:00.000,1.09708,1.1069,1.09599,1.10553,221563.6563
2132,02.11.2016 00:00:00.000,1.10555,1.1123,1.10496,1.10939,242436.1094
2133,03.11.2016 00:00:00.000,1.1094,1.11259,1.10596,1.10995,253564.8594
2134,04.11.2016 00:00:00.000,1.10994,1.11412,1.10798,1.11379,217006.4844
2136,06.11.2016 00:00:00.000,1.10637,1.10994,1.10566,1.10945,12546.8799
2137,07.11.2016 00:00:00.000,1.10946,1.11103,1.10274,1.1049,224674.8438
2138,08.11.2016 00:00:00.000,1.10489,1.10669,1.10047,1.10177,211768.1094
2139,09.11.2016 00:00:00.000,1.10178,1.12995,1.0907,1.09196,432628.1563
2140,10.11.2016 00:00:00.000,1.09193,1.09537,1.08649,1.08873,313218.25
2141,11.11.2016 00:00:00.000,1.08873,1.09234,1.08303,1.08516,288313.75
2143,13.11.2016 00:00:00.000,1.0833,1.08401,1.08191,1.08226,13851.5801
2144,14.11.2016 00:00:00.000,1.08226,1.08258,1.07091,1.07455,365607.6875
2145,15.11.2016 00:00:00.000,1.07454,1.08166,1.07141,1.07244,299602.6875
2146,16.11.2016 00:00:00.000,1.07244,1.07595,1.06661,1.07062,284785.0625
2147,17.11.2016 00:00:00.000,1.07062,1.07455,1.06199,1.0622,247087.7031
2148,18.11.2016 00:00:00.000,1.06219,1.06428,1.05692,1.05866,260855.9375
2150,20.11.2016 00:00:00.000,1.05922,1.05944,1.05788,1.0583,8990.1602
2151,21.11.2016 00:00:00.000,1.0583,1.06491,1.05829,1.06374,235786.5469
2152,22.11.2016 00:00:00.000,1.06374,1.06579,1.05836,1.06332,219792.2344
2153,23.11.2016 00:00:00.000,1.06332,1.06436,1.05263,1.05419,220686.5156
2154,24.11.2016 00:00:00.000,1.05419,1.05852,1.0518,1.05601,185310.7031
2155,25.11.2016 00:00:00.000,1.05601,1.06273,1.05384,1.05901,213347.8281
2157,27.11.2016 00:00:00.000,1.06111,1.06111,1.05945,1.06091,6559.29
2158,28.11.2016 00:00:00.000,1.06089,1.06856,1.05636,1.06189,232504.6563
2159,29.11.2016 00:00:00.000,1.06188,1.06542,1.05649,1.06472,226346.875
2160,30.11.2016 00:00:00.000,1.06472,1.06666,1.05527,1.05903,280866.0313
2161,01.12.2016 00:00:00.000,1.05903,1.06688,1.05846,1.06621,278621.8438
2162,02.12.2016 00:00:00.000,1.06621,1.06898,1.06253,1.06632,247566.5469
2164,04.12.2016 00:00:00.000,1.06262,1.0627,1.05055,1.05675,24976.7305
2165,05.12.2016 00:00:00.000,1.05675,1.07963,1.05374,1.07564,307861.0
2166,06.12.2016 00:00:00.000,1.07564,1.07853,1.06986,1.07186,218718.2344
2167,07.12.2016 00:00:00.000,1.07185,1.07684,1.07098,1.07592,173033.2656
2168,08.12.2016 00:00:00.000,1.07591,1.08734,1.05973,1.06211,246892.625
2169,09.12.2016 00:00:00.000,1.0621,1.06297,1.0531,1.05599,196037.0938
2171,11.12.2016 00:00:00.000,1.05312,1.05498,1.05312,1.0546,6896.0801
2172,12.12.2016 00:00:00.000,1.0546,1.06517,1.05254,1.06421,222248.2031
2173,13.12.2016 00:00:00.000,1.06419,1.06671,1.06037,1.06274,209177.1406
2174,14.12.2016 00:00:00.000,1.06276,1.067,1.04965,1.05121,229277.5313
2175,15.12.2016 00:00:00.000,1.0512,1.05228,1.03665,1.04167,283705.0938
2176,16.12.2016 00:00:00.000,1.04167,1.04742,1.04008,1.04483,210788.2031
2178,18.12.2016 00:00:00.000,1.04385,1.0457,1.0437,1.04466,8274.79
2179,19.12.2016 00:00:00.000,1.04466,1.04795,1.03924,1.04027,185142.4375
2180,20.12.2016 00:00:00.000,1.04027,1.04178,1.03523,1.03906,187248.8438
2181,21.12.2016 00:00:00.000,1.03907,1.04511,1.03824,1.04263,175193.9844
2182,22.12.2016 00:00:00.000,1.04263,1.04993,1.04253,1.04378,168554.375
2183,23.12.2016 00:00:00.000,1.04378,1.0469,1.04265,1.04532,113001.8672
2185,25.12.2016 00:00:00.000,1.04416,1.04577,1.0438,1.04523,2361.49
2186,26.12.2016 00:00:00.000,1.04521,1.04674,1.04402,1.04538,106529.2969
2187,27.12.2016 00:00:00.000,1.04538,1.04633,1.04324,1.04614,103812.5391
2188,28.12.2016 00:00:00.000,1.04613,1.04798,1.03721,1.04143,154021.9531
2189,29.12.2016 00:00:00.000,1.04144,1.06526,1.04139,1.05658,179377.0469
2190,30.12.2016 00:00:00.000,1.05657,1.05914,1.05059,1.0515,199463.3281
2192,01.01.2017 00:00:00.000,1.05148,1.05288,1.05148,1.0523,352.85
2193,02.01.2017 00:00:00.000,1.0523,1.0526,1.04501,1.04575,87951.0
2194,03.01.2017 00:00:00.000,1.04575,1.04901,1.03403,1.04174,218296.0469
2195,04.01.2017 00:00:00.000,1.04174,1.05013,1.039,1.04971,228092.4844
2196,05.01.2017 00:00:00.000,1.04968,1.06153,1.04826,1.06039,273330.2813
2197,06.01.2017 00:00:00.000,1.06039,1.06221,1.0525,1.0529,226026.6563
2199,08.01.2017 00:00:00.000,1.053,1.05358,1.0526,1.05294,5515.1001
2200,09.01.2017 00:00:00.000,1.05294,1.0589,1.05109,1.05858,219645.7344
2201,10.01.2017 00:00:00.000,1.05858,1.06272,1.05509,1.05522,227707.0156
2202,11.01.2017 00:00:00.000,1.05522,1.06229,1.04538,1.05941,287661.5938
