,Gmt time,Open,High,Low,Close,Volume
1047,13.11.2013 00:00:00.000,1.34375,1.34972,1.33898,1.34841,232260.75
1048,14.11.2013 00:00:00.000,1.34842,1.34941,1.34179,1.34459,236984.5313
1049,15.11.2013 00:00:00.000,1.34458,1.35052,1.34322,1.34939,170372.7031
1051,17.11.2013 00:00:00.000,1.3496,1.34986,1.34801,1.34821,2289.0801
1052,18.11.2013 00:00:00.000,1.34821,1.35415,1.34745,1.35017,184377.2031
1053,19.11.2013 00:00:00.000,1.35014,1.35774,1.34872,1.3564,219450.0625
1054,20.11.2013 00:00:00.000,1.3564,1.35641,1.34147,1.34302,240255.9531
1055,21.11.2013 00:00:00.000,1.34302,1.34864,1.33992,1.3471,245663.125
1056,22.11.2013 00:00:00.000,1.3471,1.35569,1.34623,1.35562,183386.5938
1058,24.11.2013 00:00:00.000,1.35481,1.35599,1.35476,1.35512,3205.6399
1059,25.11.2013 00:00:00.000,1.35513,1.35563,1.349,1.35334,187985.5625
1060,26.11.2013 00:00:00.000,1.35333,1.35747,1.35205,1.35667,200301.0469
1061,27.11.2013 00:00:00.000,1.35669,1.36128,1.35577,1.35731,210512.2344
1062,28.11.2013 00:00:00.000,1.35733,1.3618,1.35636,1.36028,153936.4063
1063,29.11.2013 00:00:00.000,1.36026,1.36216,1.358,1.3589,186069.125
1065,01.12.2013 00:00:00.000,1.35848,1.35921,1.35814,1.35848,2832.8101
1066,02.12.2013 00:00:00.000,1.35848,1.36157,1.35255,1.35418,223348.2656
1067,03.12.2013 00:00:00.000,1.3542,1.36137,1.3524,1.35917,234441.875
1068,04.12.2013 00:00:00.000,1.35917,1.36051,1.35283,1.35851,251521.1094
1069,05.12.2013 00:00:00.000,1.35852,1.36772,1.35431,1.36687,288682.0
1070,06.12.2013 00:00:00.000,1.36688,1.37063,1.36124,1.37037,235563.3438
1072,08.12.2013 00:00:00.000,1.37143,1.37211,1.37043,1.37065,4115.4399
1073,09.12.2013 00:00:00.000,1.37064,1.37457,1.36942,1.3737,155620.9531
1074,10.12.2013 00:00:00.000,1.3737,1.37948,1.37343,1.37642,192167.3281
1075,11.12.2013 00:00:00.000,1.37641,1.38107,1.37405,1.37849,187788.8438
1076,12.12.2013 00:00:00.000,1.3785,1.38032,1.3737,1.37496,205174.3906
1077,13.12.2013 00:00:00.000,1.37496,1.37691,1.37088,1.37389,175279.1563
1079,15.12.2013 00:00:00.000,1.3729,1.37418,1.37286,1.37377,2543.8
1080,16.12.2013 00:00:00.000,1.37378,1.37983,1.37318,1.37605,182007.2031
1081,17.12.2013 00:00:00.000,1.37605,1.37821,1.37229,1.37692,176596.4375
1082,18.12.2013 00:00:00.000,1.37691,1.38112,1.36675,1.36825,219054.875
1083,19.12.2013 00:00:00.000,1.36823,1.36938,1.3649,1.36556,203295.4531
1084,20.12.2013 00:00:00.000,1.36557,1.37091,1.36248,1.36703,184109.5625
1086,22.12.2013 00:00:00.000,1.36724,1.36776,1.36672,1.36776,1941.14
1087,23.12.2013 00:00:00.000,1.36772,1.37166,1.36725,1.36971,122418.0
1088,24.12.2013 00:00:00.000,1.3697,1.36977,1.36549,1.3672,76839.5313
1089,25.12.2013 00:00:00.000,1.36725,1.36831,1.36606,1.3669,4413.71
1090,26.12.2013 00:00:00.000,1.36689,1.37015,1.36653,1.36946,61020.5117
1091,27.12.2013 00:00:00.000,1.36947,1.38932,1.36925,1.37476,197006.9844
1093,29.12.2013 00:00:00.000,1.37558,1.37694,1.3746,1.37513,3885.6201
1094,30.12.2013 00:00:00.000,1.37513,1.38189,1.3728,1.38081,144069.6094
1095,31.12.2013 00:00:00.000,1.38081,1.38123,1.3741,1.3741,111240.4609
1096,01.01.2014 00:00:00.000,1.37553,1.3772,1.3739,1.37653,2724.8899
1097,02.01.2014 00:00:00.000,1.37653,1.37746,1.36294,1.36653,199117.5313
1098,03.01.2014 00:00:00.000,1.36653,1.36719,1.3582,1.35874,193632.8438
1100,05.01.2014 00:00:00.000,1.35935,1.36005,1.3589,1.35955,2823.0801
1101,06.01.2014 00:00:00.000,1.35957,1.36527,1.35715,1.36296,189223.7344
1102,07.01.2014 00:00:00.000,1.36297,1.36562,1.35965,1.3617,204173.1094
1103,08.01.2014 00:00:00.000,1.3617,1.3635,1.35529,1.35715,209302.75
1104,09.01.2014 00:00:00.000,1.35714,1.3633,1.3548,1.36062,221843.5938
1105,10.01.2014 00:00:00.000,1.36062,1.36869,1.3571,1.36661,195201.9063
1107,12.01.2014 00:00:00.000,1.36783,1.36786,1.36643,1.3672,3789.77
1108,13.01.2014 00:00:00.000,1.36719,1.36847,1.3637,1.36686,179419.1094
1109,14.01.2014 00:00:00.000,1.36684,1.36993,1.3649,1.36671,177116.4844
1110,15.01.2014 00:00:00.000,1.3667,1.36731,1.35814,1.35995,178873.5156
1111,16.01.2014 00:00:00.000,1.35994,1.36493,1.3583,1.36154,176183.0781
1112,17.01.2014 00:00:00.000,1.36153,1.36209,1.35169,1.35389,163132.1563
1114,19.01.2014 00:00:00.000,1.35373,1.35375,1.35248,1.3527,3851.52
1115,20.01.2014 00:00:00.000,1.35272,1.35679,1.35075,1.35459,120202.3672
1116,21.01.2014 00:00:00.000,1.35457,1.35687,1.35164,1.35572,176772.0938
1117,22.01.2014 00:00:00.000,1.35571,1.35835,1.35345,1.35439,169664.2969
1118,23.01.2014 00:00:00.000,1.35439,1.36983,1.35303,1.36882,248787.5156
1119,24.01.2014 00:00:00.000,1.36882,1.37394,1.36627,1.36737,216233.1875
1121,26.01.2014 00:00:00.000,1.36773,1.36906,1.36731,1.36867,5553.46
1122,27.01.2014 00:00:00.000,1.36868,1.37166,1.36531,1.36741,193342.3125
1123,28.01.2014 00:00:00.000,1.36741,1.36885,1.3629,1.3654,171590.875
1124,29.01.2014 00:00:00.000,1.36538,1.36846,1.3603,1.36574,224702.9375
1125,30.01.2014 00:00:00.000,1.36572,1.36624,1.35434,1.35574,234697.0625
1126,31.01.2014 00:00:00.000,1.35575,1.35728,1.3479,1.34827,240687.6563
1128,02.02.2014 00:00:00.000,1.34841,1.34912,1.34818,1.34873,3629.1299
1129,03.02.2014 00:00:00.000,1.34873,1.35354,1.34772,1.35226,230509.7656
1130,04.02.2014 00:00:00.000,1.35226,1.35385,1.34934,1.35159,201621.2656
1131,05.02.2014 00:00:00.000,1.35156,1.35554,1.3499,1.35337,213095.4531
1132,06.02.2014 00:00:00.000,1.35338,1.36188,1.3482,1.35917,223807.7813
1133,07.02.2014 00:00:00.000,1.35916,1.36424,1.35519,1.36342,193127.0469
1135,09.02.2014 00:00:00.000,1.36165,1.36269,1.3616,1.36186,3053.4099
1136,10.02.2014 00:00:00.000,1.36185,1.36514,1.36184,1.36451,143303.625
1137,11.02.2014 00:00:00.000,1.36451,1.36829,1.36295,1.36366,182680.5
1138,12.02.2014 00:00:00.000,1.36366,1.36527,1.35623,1.35877,197226.8281
1139,13.02.2014 00:00:00.000,1.35876,1.36918,1.35855,1.36759,202744.2031
1140,14.02.2014 00:00:00.000,1.36759,1.37147,1.36736,1.36914,168199.9219
1142,16.02.2014 00:00:00.000,1.37083,1.37097,1.3695,1.37041,3124.1899
1143,17.02.2014 00:00:00.000,1.37041,1.3724,1.36921,1.37038,114561.5391
1144,18.02.2014 00:00:00.000,1.37036,1.37704,1.36946,1.37603,181482.625
1145,19.02.2014 00:00:00.000,1.37603,1.37731,1.37244,1.37293,155350.6875
1146,20.02.2014 00:00:00.000,1.37293,1.37625,1.36855,1.37205,147077.0156
1147,21.02.2014 00:00:00.000,1.37205,1.37586,1.3702,1.37375,116097.3906
1149,23.02.2014 00:00:00.000,1.37326,1.37414,1.37325,1.37375,1958.1899
1150,24.02.2014 00:00:00.000,1.37376,1.3771,1.37084,1.37345,120817.1016
1151,25.02.2014 00:00:00.000,1.37345,1.37671,1.37155,1.37458,136327.2344
1152,26.02.2014 00:00:00.000,1.37457,1.37571,1.36617,1.36809,151360.9375
1153,27.02.2014 00:00:00.000,1.36808,1.37268,1.36432,1.37061,147824.3438
1154,28.02.2014 00:00:00.000,1.37064,1.38248,1.36941,1.3799,176251.6563
1156,02.03.2014 00:00:00.000,1.37593,1.3788,1.37551,1.3774,5887.1001
1157,03.03.2014 00:00:00.000,1.37741,1.37926,1.37263,1.37355,130624.7578
1158,04.03.2014 00:00:00.000,1.37355,1.37815,1.37208,1.37419,124944.4063
1159,05.03.2014 00:00:00.000,1.37415,1.37488,1.37075,1.37314,118258.1172
1160,06.03.2014 00:00:00.000,1.37314,1.38729,1.37212,1.38633,163455.8281
1161,07.03.2014 00:00:00.000,1.38633,1.3915,1.38521,1.38753,141384.9844
1163,09.03.2014 00:00:00.000,1.38749,1.38796,1.38697,1.38771,3563.02
1164,10.03.2014 00:00:00.000,1.38772,1.38978,1.38616,1.38759,105023.1016
1165,11.03.2014 00:00:00.000,1.3876,1.38766,1.38338,1.38563,123617.0625
1166,12.03.2014 00:00:00.000,1.38563,1.39142,1.38433,1.39023,144347.7969
1167,13.03.2014 00:00:00.000,1.39023,1.39667,1.38456,1.3865,210937.8906
1168,14.03.2014 00:00:00.000,1.38649,1.39372,1.38476,1.39059,152332.9375
1170,16.03.2014 00:00:00.000,1.39065,1.39173,1.39027,1.3909,4907.3999
1171,17.03.2014 00:00:00.000,1.39091,1.39475,1.38791,1.39253,119658.6719
1172,18.03.2014 00:00:00.000,1.39251,1.39425,1.38799,1.39292,139982.4531
1173,19.03.2014 00:00:00.000,1.39293,1.39324,1.38097,1.38181,148508.5625
1174,20.03.2014 00:00:00.000,1.3818,1.38448,1.37494,1.37786,152361.3594
1175,21.03.2014 00:00:00.000,1.37787,1.38106,1.37657,1.37915,114199.0391
1177,23.03.2014 00:00:00.000,1.37968,1.38063,1.37881,1.37969,3441.3301
1178,24.03.2014 00:00:00.000,1.37968,1.38754,1.37604,1.38362,132822.9219
1179,25.03.2014 00:00:00.000,1.38364,1.38469,1.37491,1.38199,164939.4375
1180,26.03.2014 00:00:00.000,1.382,1.38233,1.37766,1.37856,157953.8438
1181,27.03.2014 00:00:00.000,1.37855,1.37968,1.37286,1.37405,148441.9531
1182,28.03.2014 00:00:00.000,1.37406,1.3773,1.37048,1.37491,120842.7266
1184,30.03.2014 00:00:00.000,1.37612,1.37636,1.37451,1.37531,3332.75
1185,31.03.2014 00:00:00.000,1.3753,1.38067,1.37216,1.37739,119090.5078
1186,01.04.2014 00:00:00.000,1.37739,1.38155,1.37692,1.37933,94038.2891
1187,02.04.2014 00:00:00.000,1.37933,1.38202,1.37532,1.37665,96886.1406
1188,03.04.2014 00:00:00.000,1.37666,1.38064,1.36982,1.37227,147319.1406
1189,04.04.2014 00:00:00.000,1.37227,1.37308,1.36728,1.37016,135092.8281
1191,06.04.2014 00:00:00.000,1.36964,1.37041,1.36943,1.37036,2985.99
1192,07.04.2014 00:00:00.000,1.37036,1.37486,1.36972,1.3742,101004.9063
1193,08.04.2014 00:00:00.000,1.3742,1.38115,1.37374,1.37929,134065.5
1194,09.04.2014 00:00:00.000,1.3793,1.38619,1.37799,1.38523,142058.6563
1195,10.04.2014 00:00:00.000,1.38523,1.3899,1.3836,1.38865,140826.9688
1196,11.04.2014 00:00:00.000,1.38866,1.39056,1.38635,1.38843,122176.1719
1198,13.04.2014 00:00:00.000,1.38433,1.38606,1.38416,1.3847,5761.48
1199,14.04.2014 00:00:00.000,1.38471,1.3863,1.38081,1.38155,119526.6875
1200,15.04.2014 00:00:00.000,1.38153,1.38331,1.37903,1.3811,122386.1328
1201,16.04.2014 00:00:00.000,1.38111,1.38508,1.38037,1.38237,119833.1094
1202,17.04.2014 00:00:00.000,1.38236,1.38645,1.38105,1.38105,105610.8203
1203,18.04.2014 00:00:00.000,1.38105,1.38223,1.38077,1.38077,25516.3496
1205,20.04.2014 00:00:00.000,1.38121,1.38173,1.38106,1.38141,2263.8401
1206,21.04.2014 00:00:00.000,1.38142,1.38304,1.37871,1.37916,46137.0117
1207,22.04.2014 00:00:00.000,1.37916,1.38248,1.3785,1.38069,96930.2578
1208,23.04.2014 00:00:00.000,1.3807,1.38546,1.38003,1.3817,133030.5313
1209,24.04.2014 00:00:00.000,1.3817,1.38429,1.37914,1.38303,125642.7188
1210,25.04.2014 00:00:00.000,1.38304,1.38482,1.38267,1.38329,96486.8281
1212,27.04.2014 00:00:00.000,1.38447,1.38447,1.38357,1.3839,2489.6499
1213,28.04.2014 00:00:00.000,1.38389,1.38794,1.38147,1.38518,131037.9531
1214,29.04.2014 00:00:00.000,1.38518,1.38791,1.38055,1.3813,156695.6875
1215,30.04.2014 00:00:00.000,1.38129,1.38765,1.3775,1.38679,194255.375
1216,01.05.2014 00:00:00.000,1.3868,1.38892,1.38628,1.38699,108122.5625
1217,02.05.2014 00:00:00.000,1.38698,1.38813,1.38122,1.38706,165025.5781
1219,04.05.2014 00:00:00.000,1.38818,1.38838,1.3871,1.38717,7850.6602
1220,05.05.2014 00:00:00.000,1.38716,1.3886,1.38645,1.38746,121529.7578
1221,06.05.2014 00:00:00.000,1.38746,1.39512,1.38721,1.39291,151786.7031
1222,07.05.2014 00:00:00.000,1.39291,1.39385,1.39092,1.39105,162509.0625
1223,08.05.2014 00:00:00.000,1.39105,1.39933,1.38331,1.38425,223628.5
1224,09.05.2014 00:00:00.000,1.38427,1.38437,1.37451,1.37553,191745.9531
1226,11.05.2014 00:00:00.000,1.37526,1.3761,1.37522,1.37603,3457.3301
1227,12.05.2014 00:00:00.000,1.37603,1.37748,1.37494,1.37554,132364.4063
1228,13.05.2014 00:00:00.000,1.37555,1.37714,1.36891,1.37078,193907.3906
1229,14.05.2014 00:00:00.000,1.37077,1.37308,1.36979,1.37176,169154.0313
1230,15.05.2014 00:00:00.000,1.37175,1.37322,1.36484,1.37169,201896.4844
1231,16.05.2014 00:00:00.000,1.37169,1.37268,1.36853,1.36922,135192.5625
1233,18.05.2014 00:00:00.000,1.36927,1.37029,1.36926,1.37029,11798.2695
1234,19.05.2014 00:00:00.000,1.37029,1.37341,1.36986,1.37124,144736.7031
1235,20.05.2014 00:00:00.000,1.37124,1.37138,1.3678,1.37033,158404.625
1236,21.05.2014 00:00:00.000,1.37033,1.37231,1.36345,1.36817,164294.9531
1237,22.05.2014 00:00:00.000,1.36819,1.3687,1.36452,1.36533,159470.3281
1238,23.05.2014 00:00:00.000,1.36532,1.36534,1.36156,1.36274,154646.6563
1240,25.05.2014 00:00:00.000,1.36233,1.36307,1.36145,1.36275,3677.2
1241,26.05.2014 00:00:00.000,1.36275,1.36544,1.36155,1.36518,88442.2891
1242,27.05.2014 00:00:00.000,1.36519,1.36685,1.36125,1.36336,148089.7969
1243,28.05.2014 00:00:00.000,1.36337,1.36378,1.35885,1.35919,159546.2656
1244,29.05.2014 00:00:00.000,1.35919,1.36255,1.35862,1.36026,155468.2344
1245,30.05.2014 00:00:00.000,1.36027,1.365,1.35984,1.36331,159149.0156
1247,01.06.2014 00:00:00.000,1.36359,1.36373,1.36221,1.36287,4794.8799
1248,02.06.2014 00:00:00.000,1.36287,1.36361,1.35881,1.35965,165085.0469
1249,03.06.2014 00:00:00.000,1.35965,1.36478,1.35875,1.36208,164899.4844
1250,04.06.2014 00:00:00.000,1.36208,1.36387,1.35965,1.36025,177202.3281
1251,05.06.2014 00:00:00.000,1.36024,1.36698,1.3503,1.36603,259512.4531
1252,06.06.2014 00:00:00.000,1.36603,1.36765,1.3621,1.36418,176988.125
1254,08.06.2014 00:00:00.000,1.36436,1.36484,1.36426,1.36477,2087.3201
1255,09.06.2014 00:00:00.000,1.36476,1.36687,1.35826,1.35923,148065.0469
1256,10.06.2014 00:00:00.000,1.35925,1.36018,1.35335,1.35392,222950.125
1257,11.06.2014 00:00:00.000,1.35391,1.35571,1.35215,1.35357,201045.0469
1258,12.06.2014 00:00:00.000,1.35359,1.35719,1.35123,1.35505,206363.3438
1259,13.06.2014 00:00:00.000,1.35505,1.3579,1.3521,1.35354,192386.9375
1261,15.06.2014 00:00:00.000,1.35406,1.35407,1.3531,1.35359,4244.5801
1262,16.06.2014 00:00:00.000,1.35359,1.35794,1.3513,1.35757,184503.3125
1263,17.06.2014 00:00:00.000,1.35757,1.3587,1.35364,1.35487,197908.8594
1264,18.06.2014 00:00:00.000,1.35489,1.35993,1.35417,1.35895,192145.5625
1265,19.06.2014 00:00:00.000,1.35896,1.36434,1.35848,1.36101,215110.1875
1266,20.06.2014 00:00:00.000,1.361,1.36339,1.35643,1.35992,214651.125
1268,22.06.2014 00:00:00.000,1.35888,1.35964,1.35888,1.3591,3909.78
1269,23.06.2014 00:00:00.000,1.3591,1.36135,1.35741,1.36,280379.4063
1270,24.06.2014 00:00:00.000,1.36002,1.36277,1.35834,1.36058,261625.9375
1271,25.06.2014 00:00:00.000,1.36059,1.36511,1.36005,1.36278,269446.4375
1272,26.06.2014 00:00:00.000,1.36279,1.36413,1.35762,1.36114,301313.7188
1273,27.06.2014 00:00:00.000,1.36114,1.36505,1.361,1.36477,261372.125
1275,29.06.2014 00:00:00.000,1.36435,1.36477,1.36425,1.36434,2093.5
1276,30.06.2014 00:00:00.000,1.36434,1.36977,1.36402,1.36914,223829.375
1277,01.07.2014 00:00:00.000,1.36913,1.37004,1.36755,1.36802,300434.6875
1278,02.07.2014 00:00:00.000,1.36802,1.36812,1.364,1.36531,287107.4063
1279,03.07.2014 00:00:00.000,1.36531,1.36642,1.3596,1.36088,358414.1563
1280,04.07.2014 00:00:00.000,1.36086,1.36112,1.35855,1.35944,209969.5
1282,06.07.2014 00:00:00.000,1.35945,1.35966,1.3584,1.3588,7168.1802
1283,07.07.2014 00:00:00.000,1.35881,1.36091,1.35759,1.36058,299239.9063
1284,08.07.2014 00:00:00.000,1.36058,1.36173,1.35882,1.36167,377918.4688
1285,09.07.2014 00:00:00.000,1.36166,1.36483,1.36022,1.36432,309667.1875
1286,10.07.2014 00:00:00.000,1.36433,1.36507,1.35891,1.36042,369468.3125
1287,11.07.2014 00:00:00.000,1.36041,1.36247,1.35919,1.36035,119086.75
1289,13.07.2014 00:00:00.000,1.35989,1.36076,1.35989,1.36022,3030.28
1290,14.07.2014 00:00:00.000,1.36023,1.36402,1.35974,1.36217,112932.2578
1291,15.07.2014 00:00:00.000,1.36217,1.36281,1.3562,1.35706,155028.9844
1292,16.07.2014 00:00:00.000,1.35705,1.35711,1.3521,1.35281,119220.3438
1293,17.07.2014 00:00:00.000,1.35281,1.35401,1.35127,1.35186,137292.5156
1294,18.07.2014 00:00:00.000,1.35186,1.3536,1.3491,1.35227,129850.3516
1296,20.07.2014 00:00:00.000,1.35283,1.35319,1.35247,1.35303,3605.0601
1297,21.07.2014 00:00:00.000,1.35304,1.3549,1.3513,1.35221,100963.2969
1298,22.07.2014 00:00:00.000,1.35222,1.35296,1.3459,1.34667,132312.5625
1299,23.07.2014 00:00:00.000,1.34668,1.34741,1.34549,1.3461,102439.1484
1300,24.07.2014 00:00:00.000,1.3461,1.34849,1.34382,1.34652,115725.5234
1301,25.07.2014 00:00:00.000,1.34652,1.34756,1.34214,1.34285,107455.0313
1303,27.07.2014 00:00:00.000,1.34305,1.34343,1.34272,1.34287,3837.1299
1304,28.07.2014 00:00:00.000,1.34288,1.34438,1.34269,1.34373,87460.5313
1305,29.07.2014 00:00:00.000,1.34374,1.34445,1.34042,1.34098,112802.7422
1306,30.07.2014 00:00:00.000,1.341,1.34154,1.33669,1.33945,145925.6094
1307,31.07.2014 00:00:00.000,1.33946,1.34006,1.33716,1.33889,129815.1016
1308,01.08.2014 00:00:00.000,1.33889,1.34447,1.33785,1.34238,139674.8125
1310,03.08.2014 00:00:00.000,1.343,1.34329,1.34231,1.3428,3201.03
1311,04.08.2014 00:00:00.000,1.34281,1.34311,1.34094,1.34216,95466.8516
1312,05.08.2014 00:00:00.000,1.34216,1.34248,1.33582,1.33714,119616.6172
1313,06.08.2014 00:00:00.000,1.33714,1.33878,1.3333,1.33796,154264.125
1314,07.08.2014 00:00:00.000,1.33797,1.33936,1.33371,1.33572,145485.8906
1315,08.08.2014 00:00:00.000,1.33572,1.34324,1.33435,1.34085,164479.4219
1317,10.08.2014 00:00:00.000,1.34077,1.34113,1.34032,1.34043,4015.3301
1318,11.08.2014 00:00:00.000,1.34042,1.34084,1.33803,1.33822,94561.3594
1319,12.08.2014 00:00:00.000,1.33821,1.3383,1.3336,1.33648,114269.3281
1320,13.08.2014 00:00:00.000,1.33648,1.34151,1.33423,1.33657,128781.3672
1321,14.08.2014 00:00:00.000,1.33657,1.34077,1.33484,1.33613,136878.2969
1322,15.08.2014 00:00:00.000,1.33613,1.34117,1.33587,1.33976,131049.3594
1324,17.08.2014 00:00:00.000,1.33908,1.33984,1.3388,1.33895,4737.21
1325,18.08.2014 00:00:00.000,1.33895,1.33991,1.33529,1.336,91114.2266
1326,19.08.2014 00:00:00.000,1.336,1.33605,1.33133,1.33203,132255.375
1327,20.08.2014 00:00:00.000,1.33203,1.33217,1.32553,1.3259,141635.2188
1328,21.08.2014 00:00:00.000,1.32591,1.32884,1.32417,1.32785,126705.0703
1329,22.08.2014 00:00:00.000,1.32784,1.32966,1.32206,1.32392,140249.4063
1331,24.08.2014 00:00:00.000,1.31948,1.32043,1.31854,1.31971,12277.1504
1332,25.08.2014 00:00:00.000,1.31973,1.32103,1.31789,1.3186,115468.2266
1333,26.08.2014 00:00:00.000,1.31861,1.32147,1.31646,1.31697,146017.2969
1334,27.08.2014 00:00:00.000,1.31696,1.32098,1.31526,1.31919,150239.8906
1335,28.08.2014 00:00:00.000,1.31919,1.32208,1.31597,1.31841,143868.7656
1336,29.08.2014 00:00:00.000,1.3184,1.3196,1.31311,1.31311,136330.3281
1338,31.08.2014 00:00:00.000,1.31272,1.31348,1.31245,1.31266,8840.8604
1339,01.09.2014 00:00:00.000,1.31267,1.31454,1.3119,1.31311,107534.7734
1340,02.09.2014 00:00:00.000,1.3131,1.31367,1.31102,1.31311,144090.8125
1341,03.09.2014 00:00:00.000,1.31309,1.31599,1.3122,1.3148,158306.625
1342,04.09.2014 00:00:00.000,1.3148,1.31539,1.29202,1.29298,218094.6563
1343,05.09.2014 00:00:00.000,1.293,1.29878,1.29248,1.29505,166111.0
1345,07.09.2014 00:00:00.000,1.29556,1.29583,1.29491,1.29518,16774.0508
